order_id,date_id,product_id,customer_id,region_id,qty,amount
403-4367956-2849158,1,38,36,10,1.0,487.0
403-4367956-2849158,1,39,36,10,1.0,368.0
403-4242957-8599555,1,40,37,16,1.0,399.0
408-7165704-5643524,1,41,38,5,1.0,699.0
402-8210765-3935569,1,42,39,17,1.0,885.0
406-7398201-3869914,1,43,40,1,1.0,424.0
408-3478480-0881162,1,44,41,5,1.0,1126.0
402-7595162-9129931,1,45,42,1,1.0,788.0
171-6876154-6233146,1,46,43,18,1.0,759.0
408-3917043-5314763,1,47,44,8,1.0,1146.0
408-9281152-6213100,1,48,45,7,1.0,665.0
403-3496411-3082707,1,49,46,7,1.0,429.0
171-9208368-0157156,1,50,47,5,1.0,399.0
408-2137113-0982751,1,51,48,15,1.0,848.0
402-3628566-9688333,1,52,49,1,1.0,654.0
408-7138000-9728362,1,53,50,19,1.0,1033.0
402-1752649-2274748,1,54,51,2,1.0,390.0
402-7944191-1869101,1,55,52,2,1.0,493.0
407-4063876-9566742,1,56,53,7,1.0,721.0
403-0752752-4656334,1,57,54,9,1.0,597.0
406-8879861-2081117,1,40,55,12,1.0,399.0
406-8089333-7941903,1,58,56,2,1.0,888.0
171-3072652-6805159,1,59,21,7,1.0,353.0
171-2592464-6846743,1,60,57,2,1.0,599.0
404-2262140-4696366,1,61,58,1,1.0,518.0
404-2262140-4696366,1,62,58,1,1.0,295.0
405-3594372-1614709,1,63,38,5,1.0,852.0
407-2974257-4781134,1,64,59,1,1.0,824.0
171-4137548-0481151,1,65,60,20,0.0,
405-4461562-9113959,1,66,61,13,1.0,909.0
404-4535078-5241919,1,67,62,1,1.0,432.0
405-8387725-2971512,1,68,20,2,1.0,545.0
405-6480932-8759528,1,69,63,2,1.0,1146.0
405-9966506-3155561,1,70,64,4,1.0,696.0
408-7029737-8028367,1,71,65,1,1.0,432.0
407-2189901-7515567,1,72,66,2,1.0,631.0
402-2105657-2899562,1,73,67,2,1.0,316.0
406-1326801-8886709,1,74,68,15,1.0,362.0
408-7760667-5809130,1,75,69,7,1.0,329.0
405-8457623-9269955,1,76,70,1,1.0,399.0
408-6820155-3521913,1,77,23,12,1.0,751.0
403-6190683-2687538,1,78,71,20,1.0,791.0
408-4069830-3819562,1,79,72,18,1.0,684.0
408-4069830-3819562,1,80,72,18,1.0,1281.0
408-4069830-3819562,1,81,72,18,1.0,1186.0
171-7367545-7081126,1,82,73,7,1.0,499.0
404-6522553-9345930,1,83,74,21,0.0,1105.36
403-9950518-0349133,1,84,21,7,0.0,
407-6599093-6553153,1,85,75,18,1.0,377.0
403-3763475-2237125,1,86,76,4,1.0,744.0
405-1492294-0323520,1,87,77,21,1.0,744.0
403-1162895-2484367,1,88,78,9,1.0,859.0
171-6833843-5473114,1,89,79,20,1.0,487.0
403-1477057-8253913,1,90,80,16,1.0,825.0
408-2114413-6089906,1,91,81,22,1.0,680.0
405-1879750-2639521,1,92,82,4,1.0,725.0
406-5727754-5302723,1,93,83,20,1.0,696.0
405-0901744-8270705,1,94,84,20,1.0,499.0
405-9112089-3379536,1,40,85,1,0.0,
408-6357132-2310703,1,95,86,23,1.0,696.0
406-5334922-9670748,1,96,87,2,1.0,406.0
402-8519791-3706738,1,97,88,10,1.0,852.0
408-1830318-0357940,1,76,89,11,1.0,399.0
406-5103760-7326749,1,98,90,20,1.0,432.0
402-7841951-1872363,1,97,88,10,0.0,
408-7698765-2294756,1,99,91,1,1.0,1338.0
404-1856281-9996319,1,100,92,17,1.0,472.0
406-5406738-7113145,1,45,93,10,1.0,788.0
405-5257740-5301158,1,101,94,11,1.0,832.0
405-5257740-5301158,1,102,94,11,1.0,399.0
405-2072502-4089911,1,103,94,11,1.0,599.0
405-0882561-5952340,1,104,95,18,1.0,692.0
403-7266170-1163500,1,105,42,1,1.0,518.0
405-8114272-1687512,1,45,96,10,1.0,788.0
171-6138639-1478731,1,106,97,7,1.0,318.0
405-4059216-4541150,1,107,21,7,1.0,597.0
405-1152015-7333945,1,108,98,22,1.0,888.0
406-0177436-6731556,1,109,99,7,1.0,406.0
406-0715107-8168308,1,110,100,21,1.0,1186.0
403-0104882-7373900,1,111,71,20,1.0,791.0
403-0104882-7373900,1,112,71,20,1.0,807.0
403-0104882-7373900,1,113,71,20,1.0,807.0
405-3002282-6797102,1,114,101,18,1.0,311.0
407-8466904-3461908,1,115,102,1,1.0,387.0
171-3305587-5364338,1,116,103,7,1.0,348.0
406-8961316-8137943,1,117,104,12,1.0,597.0
406-8961316-8137943,1,118,104,12,1.0,549.0
171-2813040-8296320,1,119,105,2,1.0,635.0
408-9845791-1393151,1,57,106,24,1.0,597.0
402-4277204-2348328,1,120,107,17,1.0,790.0
171-3049339-2085136,1,121,108,12,1.0,375.0
405-9928526-2470747,1,122,109,7,1.0,1115.0
405-4908072-0260360,1,123,110,2,1.0,579.0
406-3984186-5973150,1,124,111,4,1.0,788.0
171-8635309-7508346,1,125,112,4,1.0,597.0
171-0293372-4913973,1,126,105,2,0.0,
402-8288606-4313118,1,127,113,25,1.0,517.0
402-8746990-6412346,1,128,114,4,1.0,442.0
402-0294212-5431551,1,129,115,5,1.0,399.0
406-1530134-2105912,1,130,116,2,1.0,518.0
403-5222550-4437140,1,131,117,4,1.0,348.0
408-1482435-5202714,1,132,118,14,1.0,788.0
403-6442534-2769112,1,133,119,5,0.0,
408-3113070-0750756,1,125,120,1,1.0,597.0
404-7796841-1880317,1,134,121,10,1.0,696.0
405-2142542-0941949,1,135,73,7,1.0,363.0
405-0286717-7761132,1,136,73,7,1.0,299.0
406-9021273-9221106,1,137,122,12,1.0,690.0
404-5381335-4577925,1,138,123,2,1.0,574.0
171-0131752-2560336,1,139,124,5,1.0,1399.0
407-4235449-1353916,1,140,125,5,1.0,999.0
171-8061614-5688327,1,141,126,8,1.0,999.0
407-8248783-4261958,1,142,127,14,1.0,487.0
404-6513062-3876305,1,143,19,4,1.0,376.0
406-7779874-9136347,1,144,128,21,1.0,1115.0
406-9638549-1733961,1,145,129,2,1.0,517.0
407-8801185-0134713,1,146,66,2,1.0,1126.0
171-3625443-6505905,1,147,130,16,1.0,725.0
402-8078642-8565124,1,148,131,15,0.0,
402-2820441-9623566,1,149,132,15,1.0,721.0
171-4312987-5366767,1,150,133,22,1.0,666.0
403-5189998-9343503,1,151,134,7,1.0,496.0
407-9863928-5979501,1,152,135,16,1.0,353.0
171-4644162-9093116,1,153,136,5,1.0,399.0
406-0974406-3179521,1,154,137,4,1.0,458.0
402-0048138-1845122,1,155,138,19,1.0,1115.0
407-6283946-7749133,1,156,139,2,1.0,845.0
407-0542879-1795554,1,8,140,11,1.0,399.0
406-0218328-1773963,1,154,137,4,0.0,
407-3742007-3242711,1,157,141,7,1.0,517.0
407-3742007-3242711,1,158,141,7,1.0,517.0
405-3067317-3360344,1,159,38,5,1.0,599.0
406-5648244-8317954,1,160,142,10,1.0,487.0
171-3460653-0171519,1,161,143,11,1.0,487.0
404-5337874-2284337,1,162,20,2,1.0,568.0
405-2660443-4165145,1,50,144,2,1.0,399.0
402-3329522-2367566,1,163,145,1,1.0,295.0
406-3078054-1755513,1,164,146,5,1.0,484.0
171-4647176-6456305,1,165,147,1,1.0,626.0
408-5011528-8276347,1,24,148,5,1.0,563.0
407-4097885-3129958,1,166,149,1,1.0,387.0
171-1224053-5752314,1,167,150,2,0.0,463.81
406-2849582-6531553,1,168,151,5,1.0,512.0
407-5875767-6399551,1,169,69,7,1.0,1112.0
171-6336729-6763536,1,22,27,2,1.0,626.0
404-3907920-5281963,1,170,152,7,1.0,376.0
408-7310428-6047538,1,171,153,2,1.0,859.0
403-2608092-6065935,1,172,154,2,1.0,597.0
404-9760385-9109154,1,3,155,7,1.0,329.0
405-0732969-3941948,1,173,156,18,1.0,583.0
402-2720308-2560327,1,174,157,1,1.0,665.0
402-0589123-6183541,1,175,157,1,1.0,582.0
408-3874942-9917143,1,176,158,5,1.0,1126.0
402-1706149-0949104,1,177,159,1,1.0,534.0
407-1672316-3245939,1,178,160,4,1.0,319.0
405-1832646-7988329,1,179,161,1,1.0,368.0
408-9692204-9817146,1,125,120,1,1.0,597.0
402-9339129-6219537,1,180,162,2,1.0,654.0
405-3036350-8089120,1,181,163,20,1.0,795.0
404-6680046-0839536,1,182,164,4,1.0,744.0
406-2966654-4672325,1,183,165,5,1.0,692.0
403-4845285-4565113,1,184,166,23,1.0,563.0
171-4496851-5319548,1,185,2,2,1.0,545.0
408-3416118-1167564,1,186,167,26,1.0,999.0
406-1590113-9193914,1,52,168,18,1.0,654.0
404-0363929-8015528,1,187,169,1,1.0,588.0
407-7173744-5333154,1,188,16,10,1.0,497.0
405-6880044-2861120,1,21,170,9,1.0,517.0
403-4337144-0984323,1,184,166,23,0.0,
171-1851948-5476361,1,189,171,27,1.0,1115.0
171-5810429-4493110,1,190,172,18,1.0,582.0
171-1068229-1581965,1,191,172,18,1.0,449.0
402-2105140-3584364,1,192,173,2,1.0,375.0
403-3561336-3563535,1,193,174,20,1.0,771.0
402-9532672-5385917,1,40,175,4,1.0,399.0
408-4547464-4180323,1,194,176,15,1.0,0.0
402-2211107-5096323,1,195,177,5,1.0,654.0
403-9412025-7537140,1,196,178,16,1.0,424.0
403-5456917-5571511,1,78,179,5,0.0,
171-8452330-4756317,1,197,180,1,1.0,432.0
171-4350114-4299568,1,198,180,1,1.0,399.0
405-8692900-3888310,1,199,181,2,1.0,399.0
402-6750101-3923558,1,200,182,16,1.0,597.0
403-5725327-6264327,1,201,183,5,1.0,463.0
403-5209693-1173944,1,202,184,5,1.0,484.0
403-8255889-7526765,1,203,185,22,1.0,635.0
407-3554912-7244363,1,204,186,12,1.0,685.0
407-4737202-9096304,1,205,187,22,1.0,725.0
171-2842936-5423534,1,206,188,2,1.0,487.0
407-4936046-5852304,1,207,189,11,0.0,1249.11
407-4936046-5852304,1,208,189,11,0.0,1058.93
402-9580874-3525948,1,209,190,16,1.0,696.0
404-7426070-1355530,1,210,155,7,1.0,329.0
406-4878137-1126707,1,158,26,1,1.0,517.0
171-3505516-3505949,1,211,85,1,1.0,591.0
406-6199849-7523514,1,2,191,16,1.0,406.0
406-6180074-2350757,1,212,192,2,1.0,684.0
406-6180074-2350757,1,213,192,2,1.0,1115.0
406-2403215-8361103,1,214,192,2,1.0,999.0
404-6578109-5618751,1,215,193,2,1.0,295.0
407-2307966-4961113,1,216,194,2,1.0,442.0
404-5539778-0029904,1,217,195,12,1.0,563.0
171-6222676-0740318,1,218,196,10,1.0,435.0
403-2166075-2254703,1,24,197,2,1.0,563.0
407-5766340-7411567,1,219,198,20,1.0,399.0
404-0634392-1837110,1,187,169,1,0.0,
408-2759943-9849959,1,220,199,18,1.0,1338.0
403-5977671-8855508,1,122,200,18,1.0,1115.0
408-9321153-0591557,1,18,201,2,1.0,399.0
404-0696150-3898703,1,221,202,1,1.0,499.0
406-7586136-6520337,1,222,203,21,1.0,791.0
407-6146457-8788352,1,223,187,22,1.0,725.0
404-8514200-3544346,1,224,116,2,0.0,
404-7452877-2137949,1,225,116,2,0.0,
402-2703790-2816329,1,226,204,13,0.0,1278.57
407-1515930-8661921,1,227,205,18,1.0,1099.0
405-9144614-1601126,1,228,206,7,1.0,533.0
407-0994909-4122733,1,229,207,9,1.0,696.0
402-7042386-5486768,1,230,208,4,1.0,363.0
403-7652993-1507525,1,231,209,15,1.0,631.0
407-3847456-6656309,1,232,210,22,1.0,1115.0
407-3847456-6656309,1,233,210,22,1.0,968.0
171-7623384-8040337,1,234,211,1,1.0,486.0
171-7623384-8040337,1,235,211,1,1.0,597.0
171-4607096-6413920,1,236,211,1,1.0,563.0
404-6783988-2006729,1,172,212,4,1.0,597.0
404-6975277-1927553,1,19,213,18,1.0,458.0
402-5586272-3646748,1,237,214,21,1.0,1065.0
171-6655820-6440356,1,238,102,1,2.0,2130.0
171-1584788-8864335,1,239,102,1,1.0,1099.0
402-0150402-0900371,1,240,215,17,1.0,721.0
408-6791822-5493964,1,241,216,5,1.0,968.0
405-0483874-0889137,1,242,217,5,1.0,563.0
407-5600921-2143569,1,243,218,2,0.0,995.54
404-1607808-0769930,1,244,219,22,0.0,
407-5124083-2725136,1,245,220,5,1.0,682.0
407-4766116-5412325,1,18,221,25,1.0,399.0
402-6885004-6990731,1,22,222,4,1.0,626.0
402-2207276-9869933,1,246,223,7,1.0,1140.0
407-9494293-9423561,1,247,224,23,1.0,486.0
171-6867266-8495534,1,248,225,2,1.0,597.0
408-3475592-6193128,1,249,226,2,1.0,399.0
171-1987024-2709164,1,250,227,8,1.0,660.0
406-1522425-5387565,1,251,228,7,1.0,459.0
171-3270734-5045130,1,252,229,10,1.0,631.0
408-4101226-7217932,1,225,30,5,1.0,459.0
171-5719664-5449151,1,248,225,2,1.0,597.0
403-9400764-4029123,1,97,192,2,1.0,852.0
406-8413944-2634744,1,152,230,7,1.0,353.0
406-8271099-5133911,1,253,231,2,1.0,345.0
406-8271099-5133911,1,75,231,2,1.0,329.0
405-3441326-1516368,1,254,232,18,1.0,518.0
408-8009772-6580317,1,255,233,18,1.0,387.0
402-4774686-7773937,1,256,234,7,1.0,339.0
402-2860689-5652319,1,257,215,17,1.0,744.0
406-6386989-1689108,1,258,235,18,1.0,888.0
408-9720884-9553122,1,259,236,15,1.0,487.0
408-6428766-2839536,1,260,236,15,1.0,487.0
408-8641795-6914711,1,261,189,11,1.0,563.0
402-9475978-1434754,1,262,237,8,1.0,859.0
407-5776821-9327552,1,263,238,1,1.0,1133.0
171-6845071-0336346,1,264,239,1,1.0,788.0
404-7491342-1035558,1,265,240,1,1.0,1463.0
171-6783343-9758701,1,40,241,24,1.0,399.0
402-0043314-1059527,1,266,215,17,1.0,744.0
406-6586654-6641140,1,267,242,2,1.0,487.0
405-6120626-0941135,1,268,243,2,1.0,657.0
408-9255314-3102740,1,269,244,1,1.0,1133.0
408-3436456-9893130,1,270,65,1,1.0,399.0
408-3870331-6287517,1,271,214,21,1.0,399.0
408-3870331-6287517,1,40,214,21,1.0,399.0
407-2882576-2777135,1,33,245,7,1.0,1233.0
403-2256919-4846738,1,272,246,2,1.0,825.0
403-2920089-2403567,1,273,247,4,1.0,487.0
406-7792526-4685142,1,274,33,7,1.0,563.0
406-7680255-6117120,1,275,33,7,1.0,399.0
402-4646784-8411501,1,276,248,11,1.0,471.0
405-2788163-4515521,1,277,249,17,1.0,342.0
405-1757140-2025918,1,278,249,17,1.0,432.0
403-9105351-8453114,1,40,250,21,1.0,399.0
402-0503400-6235514,1,279,251,4,1.0,736.0
408-3201739-2676310,1,280,252,1,1.0,1260.0
171-8027093-8553945,1,40,253,21,1.0,399.0
403-3331597-7637100,1,281,209,15,1.0,1133.0
403-4424319-6635501,1,282,254,28,1.0,759.0
403-0906375-2269150,1,283,255,17,1.0,475.0
406-7261451-5682727,1,284,27,2,1.0,744.0
407-5096970-7475550,1,285,256,5,0.0,1902.86
402-6566640-5417947,1,286,257,7,1.0,771.0
402-5302912-6805151,1,205,257,7,1.0,725.0
407-9707366-3029944,1,188,16,10,0.0,473.33
402-1365379-0131533,1,246,223,7,0.0,
408-5540360-9479519,1,287,258,29,1.0,759.0
403-2079921-1244300,1,283,259,17,1.0,475.0
402-8019936-6115500,1,180,162,2,1.0,654.0
406-6711228-7576354,1,288,27,2,1.0,791.0
171-1425554-3718756,1,289,260,2,1.0,744.0
407-9906412-0889129,1,143,261,18,1.0,376.0
408-8991303-6559523,1,18,262,4,1.0,399.0
408-6046797-8945127,1,103,263,18,1.0,599.0
171-2134173-5385136,1,290,264,2,1.0,782.0
171-2134173-5385136,1,291,264,2,1.0,362.0
402-2155477-9353103,1,292,265,15,1.0,1173.0
407-8580022-5578715,1,182,266,11,1.0,744.0
402-1572540-8678700,1,223,267,18,1.0,725.0
171-1887627-9813158,1,293,31,8,1.0,376.0
408-7712483-3825907,1,294,268,5,1.0,459.0
402-3621298-2630741,1,180,162,2,1.0,654.0
404-8745561-3169903,1,295,269,5,1.0,379.0
404-1508602-9433941,1,296,270,18,1.0,696.0
171-9371949-6030721,1,125,271,18,1.0,597.0
171-2705563-6985105,1,104,272,19,1.0,692.0
171-3537751-4007556,1,297,273,8,1.0,1999.0
408-5990312-3581165,1,298,4,3,1.0,824.0
403-6062596-1220349,1,299,274,30,1.0,399.0
171-8220241-5105927,1,300,264,2,1.0,737.0
408-9405529-3743511,1,301,275,7,1.0,399.0
402-3595365-1666728,1,302,183,5,1.0,899.0
407-3271219-3762757,1,303,276,1,1.0,368.0
402-3660716-8589107,1,276,277,16,1.0,471.0
171-3953233-6135505,1,40,278,5,1.0,399.0
402-5525660-2118707,1,304,279,4,1.0,376.0
406-9941718-1734719,1,305,280,2,1.0,544.0
171-1297873-2176339,1,306,257,7,1.0,499.0
407-6401192-4057954,1,307,193,2,1.0,426.0
406-3397500-8084361,1,249,280,2,1.0,399.0
171-9620288-8918704,1,308,281,21,0.0,
402-8089760-1132331,1,309,282,10,1.0,995.0
403-7042175-3905937,1,310,283,18,1.0,499.0
403-7042175-3905937,1,311,283,18,1.0,499.0
407-4629176-4141949,1,125,284,1,1.0,597.0
171-7306449-0588335,1,312,285,10,1.0,562.0
407-1396965-6726703,1,229,286,22,1.0,696.0
407-0624641-6557144,1,45,287,7,1.0,788.0
405-8444009-8723509,1,29,288,10,1.0,399.0
406-5729580-2175565,1,313,289,18,1.0,1099.0
404-2255967-5457950,1,314,290,7,1.0,476.0
408-5020509-5674715,1,205,291,10,1.0,0.0
407-7642883-3094732,1,315,292,12,1.0,885.0
404-7608918-0571517,1,316,293,23,1.0,654.0
171-6589781-2209965,1,317,294,1,1.0,625.0
405-9442254-2207515,1,16,295,16,1.0,505.0
405-3071731-6600369,1,318,295,16,1.0,563.0
404-6026001-1717923,1,319,296,5,0.0,344.76
404-4026534-0431517,1,320,297,1,0.0,
406-4970885-3273941,1,321,298,1,1.0,666.0
406-2942566-8263534,1,8,299,7,1.0,399.0
406-7501816-7391539,1,322,300,21,1.0,432.0
408-3137526-3167563,1,40,301,18,1.0,0.0
408-5211576-2061139,1,323,302,13,1.0,1099.0
406-9632792-8869139,1,324,303,2,1.0,353.0
408-7971979-8745937,1,325,304,24,1.0,0.0
405-5166820-2566738,1,24,52,2,1.0,563.0
405-8932002-4271522,1,124,305,7,1.0,788.0
404-1855398-2642751,1,52,306,22,1.0,654.0
408-0912805-7526753,1,326,102,1,1.0,0.0
402-2403704-9667560,1,327,307,7,1.0,399.0
405-2569549-3466719,1,95,308,5,1.0,696.0
405-2822825-3877133,1,328,30,5,1.0,1112.0
171-5222377-4501935,1,329,309,8,1.0,517.0
171-2644368-7969167,1,330,309,8,1.0,888.0
171-2644368-7969167,1,265,309,8,1.0,1463.0
171-2644368-7969167,1,327,309,8,1.0,399.0
171-2644368-7969167,1,331,309,8,1.0,442.0
171-2644368-7969167,1,332,309,8,1.0,1149.0
171-2644368-7969167,1,156,309,8,1.0,845.0
171-1758807-7455529,1,333,310,18,1.0,788.0
404-5848202-7366725,1,334,311,7,0.0,734.29
408-8224264-0017161,1,333,121,10,1.0,788.0
408-6529937-6381928,1,52,312,30,1.0,654.0
407-2028379-9672355,1,335,313,4,1.0,518.0
402-9221687-4573915,1,165,103,7,1.0,626.0
405-2668017-2013957,1,177,314,5,1.0,534.0
408-3337319-8990747,1,336,315,20,1.0,475.0
407-1256885-2004349,1,337,316,15,1.0,549.0
404-3723311-1030756,1,335,317,4,1.0,518.0
171-5542306-9306709,1,317,318,1,0.0,
406-3702147-1800341,1,338,319,7,1.0,725.0
404-5867260-9073129,1,339,320,4,0.0,437.14
404-0532727-2082745,1,340,321,7,1.0,1499.0
403-8966287-7773106,1,341,116,2,1.0,363.0
408-1512444-4965152,1,342,322,22,1.0,399.0
171-9451879-3651542,1,343,323,18,1.0,487.0
408-8501185-0578768,1,298,4,3,1.0,824.0
402-0251823-0845133,1,344,324,29,1.0,353.0
408-5190897-8781155,1,206,325,1,1.0,487.0
403-3109934-4911514,1,248,326,8,1.0,597.0
407-0718034-7893108,1,180,327,5,1.0,654.0
404-0752237-5721965,1,235,152,7,1.0,597.0
403-6818986-3510737,1,341,116,2,1.0,363.0
403-4673019-6572340,1,345,328,17,1.0,471.0
171-4549643-0067500,1,346,329,1,0.0,
404-3622512-3887551,1,182,330,12,1.0,744.0
406-6906315-9570765,1,347,331,4,1.0,399.0
407-3562449-1962729,1,348,332,2,1.0,568.0
408-2593644-6317933,1,349,333,2,1.0,835.0
407-7607527-1189964,1,348,332,2,1.0,568.0
405-7398388-2654744,1,350,334,13,1.0,899.0
405-5066690-4132337,1,351,335,2,1.0,406.0
408-6466311-6949931,1,352,336,5,1.0,0.0
171-4643830-2345965,1,353,102,1,0.0,570.48
404-1051549-5381167,1,50,337,7,1.0,399.0
406-7625210-8793109,1,354,64,4,1.0,789.0
406-8665288-2025908,1,355,338,10,1.0,620.0
408-6732772-4525113,1,356,339,1,1.0,0.0
171-7068385-2777168,1,357,340,1,1.0,631.0
405-9930530-1209919,1,358,341,17,1.0,499.0
407-0288006-5535531,1,359,342,7,1.0,807.0
403-6363820-3080315,1,360,343,3,1.0,666.0
408-7937211-8974712,1,172,344,1,1.0,0.0
407-4283259-6933941,1,361,345,4,1.0,329.0
407-3630361-4581152,1,362,345,4,0.0,
408-6348199-2089932,1,363,24,13,1.0,0.0
408-5824761-8505932,1,364,346,5,1.0,399.0
406-0673842-3693910,1,29,347,2,1.0,399.0
405-0722232-7258752,1,365,348,17,1.0,487.0
408-0224364-7467540,1,366,349,10,1.0,1033.0
408-2445040-0957913,1,367,350,2,1.0,625.0
406-8412164-3153129,1,67,351,1,1.0,432.0
407-5524319-6977912,1,368,352,16,0.0,
407-7757868-6086759,1,189,285,10,1.0,1115.0
171-5065107-7793119,1,369,179,5,1.0,511.0
403-0216195-8439543,1,103,353,15,1.0,599.0
402-9874837-4557125,1,370,354,1,1.0,545.0
408-8892348-9765950,1,371,240,1,1.0,353.0
408-6417023-0253911,1,372,240,1,1.0,563.0
407-4004149-2857161,1,273,355,1,1.0,487.0
404-6408992-6781106,1,373,356,4,1.0,352.0
407-9345273-2408359,1,23,357,4,1.0,376.0
408-0266080-9401113,1,374,358,11,1.0,599.0
404-6096382-3389133,1,375,359,24,1.0,329.0
405-9737320-3923530,1,376,360,30,1.0,1133.0
402-7908398-5262750,1,377,361,27,1.0,684.0
407-6861831-9368312,1,248,362,12,0.0,
406-4290163-4557960,1,218,152,7,1.0,435.0
405-9000587-4386763,1,18,325,1,1.0,399.0
405-9000587-4386763,1,249,325,1,1.0,399.0
404-7760595-7490722,1,18,363,2,1.0,399.0
403-8206114-6438765,1,378,364,18,1.0,788.0
404-6734371-2217151,1,379,365,2,1.0,549.0
403-9844758-9663515,1,316,366,1,1.0,654.0
402-1037282-5400318,1,380,367,1,1.0,399.0
408-6497115-2636366,1,381,368,7,1.0,599.0
408-2311178-4563550,1,382,368,7,1.0,874.0
171-7904830-1900363,1,383,134,7,1.0,533.0
406-9476969-2801163,1,270,369,2,1.0,399.0
403-2867551-8904322,1,384,370,2,1.0,744.0
407-0133690-8157926,1,310,371,20,1.0,499.0
402-2892726-4411563,1,380,367,1,1.0,399.0
402-9688522-2179563,1,385,372,8,1.0,376.0
404-7977517-7125147,1,234,373,2,1.0,486.0
403-4009455-2766717,1,194,374,9,1.0,399.0
408-8960391-6097167,1,2,375,1,0.0,
406-9811989-3946709,1,386,376,1,1.0,424.0
406-0361691-7797129,1,387,376,1,1.0,362.0
408-9628391-5712365,1,388,377,24,1.0,599.0
408-1587720-2667552,1,172,378,18,1.0,597.0
171-5980259-5726757,1,161,307,7,1.0,487.0
405-2266530-9531500,1,389,379,1,1.0,563.0
408-3468189-1632369,1,390,380,4,1.0,487.0
402-8199412-5613164,1,391,381,17,1.0,1099.0
406-8049367-7383569,1,52,382,11,1.0,654.0
404-4084311-5014713,1,392,383,7,1.0,329.0
405-4491602-9761902,1,393,384,14,0.0,
404-3973098-9107502,1,394,385,15,1.0,1186.0
404-8364446-3952321,1,395,31,8,1.0,588.0
408-4378624-3886712,1,396,220,5,0.0,
408-2058872-0942730,1,397,386,8,1.0,329.0
408-2058872-0942730,1,398,386,8,1.0,259.0
404-5141245-7726736,1,365,387,8,1.0,487.0
405-5489495-6651552,1,399,388,21,1.0,549.0
171-6816175-3049154,1,400,389,8,1.0,626.0
408-7342331-1733136,1,401,390,1,0.0,
402-1721558-6618710,1,402,391,7,0.0,570.48
406-2138801-8731538,1,403,392,4,1.0,319.0
407-1271803-1705135,1,254,393,5,1.0,518.0
408-0666162-2209142,1,404,394,9,1.0,899.0
404-8344681-3468344,1,112,183,5,1.0,807.0
405-5365766-8023559,1,201,53,7,1.0,463.0
405-2729845-2846741,1,405,395,2,1.0,653.0
407-7312276-7007540,1,246,396,10,1.0,1140.0
407-6910434-1793162,1,406,316,15,0.0,
407-7361111-8973957,1,407,397,5,1.0,1260.0
406-2349830-7633129,1,408,398,7,1.0,909.0
404-0553710-6997951,1,82,399,20,0.0,
404-5682813-1706729,1,409,400,10,1.0,968.0
171-0355946-6502712,1,410,401,1,1.0,788.0
405-5141255-1451535,1,286,402,18,1.0,771.0
402-4712282-7084353,1,327,403,1,1.0,399.0
408-4929717-0247504,1,411,404,8,1.0,888.0
408-4929717-0247504,1,412,404,8,1.0,1221.0
407-0903946-2097158,1,18,405,16,1.0,399.0
403-3362230-0094739,1,276,406,2,1.0,471.0
404-2227887-7441969,1,68,407,1,1.0,545.0
407-8016372-7101131,1,413,397,5,1.0,968.0
407-2520173-9985116,1,414,371,20,1.0,499.0
407-3257788-4892350,1,40,408,8,1.0,399.0
408-7201398-0382766,1,18,409,20,1.0,399.0
407-1181422-6183500,1,349,410,2,0.0,
408-6235816-9261123,1,345,411,2,1.0,471.0
